ans,ups
['谁在欧洲折腾北约，我就支持谁\n问题是现在我也摸不清到底是俄罗斯折腾北约还是乌克兰折腾北约的厉害。毕竟看起来俄罗斯一直在劝欧洲不要自杀该烧的天然气还是要烧，但是乌克兰似乎更像让欧洲人澡都不要洗。\n后来我想明白了，只有俄罗斯和乌克兰一直打，就可以一直折腾北约，至于是俄罗斯打基辅还是乌克兰打莫斯科重要吗，不重要！感谢大自然的馈赠，全场由鹰酱买单，不吃白不吃。\n至于什么，和平，正义，民主，人权，阿巴阿巴，阿巴阿巴阿巴，死的是中国人吗？不是你跑来中国问什么劲。北约感觉去乌克兰干掉俄军不就和平了嘛，拜登要是愿意宣战俄罗斯，我们可以给他发一顿的中国人民友谊勋章，把乌克兰小萝莉都送给他。\n至于中国是不是有人支持俄罗斯，你看北约怎么支持乌克兰的，送标枪，送毒刺，现在连飞机大炮都送了，反手让乌克兰拿主权做抵押一个月几十亿美元的援助。要是这么个标准，我们支持一下俄罗斯也不是不可以，就拿远东的气田做抵押吧，想要什么随便点。当然，乌克兰要是想要也可以，反正欧美给了你那么多钱，看看想买点啥？高达版59不比德国的豹2好用。\n圣洛伦索（LIMONCELLO）柠檬酒 俄罗斯 调和型 洋酒 50\n京东\n¥69.90\n去购买\n乌克兰爱比可 乌克兰饼干 爱比可小甜甜引力饼干焦糖巧\n京东\n¥19.80\n去购买'],11
['我是圣母B，我认为国家不过也是圈子的某个层次的一种而已。\n所以我不支持也不反对哪个国家。\n我按照以下原则支持或反对某种行为：\n我支持所有国家的主权独立同领土完整；\n我支持各种反侵略的军事、经济、宣传行为；\n我支持对被侵略者、反侵略者的各种援助行为；\n我支持在对非战争状态下主动攻击他国家核心地区并造成大量平民死亡的国家对对方进行反击一直到战犯被交出或者其政权被消灭。\n我支持在大圈子共同道德同准则的框架下对大圈子中个体的恶劣行为进行集体干预。\n我反对对他国领土的侵吞；\n我反对把自己国家的安全建立在侵犯他国主权同领土的条件上；\n我反对仅仅为了利益用武装进攻他国；\n我反对各种屠杀以及无差别轰炸平民；\n我反对虐俘等其他不人道主义行为；\n我反对通过捏造、歪曲事实对任何国家、族群、群体、个人的造谣、抹黑，\n我反对小圈子以为了自己的利益为由破坏大圈子的共同的准则同公共道德，\n我反对以大圈子中多数个体的利益为由损害大圈子中其他个体符合大圈子共同道德的合理利益，\n我反对双标。\n我遵循以上原则来支持或者反对各种行为主体，无论其行为主体是谁，包括支持或者反对我自己。\n我自己也经常因为情绪或者其他原因有违背以上准则的言行。\n但我严于解剖别人，我更严于解剖自己。'],14
['坐标哈尔滨南岗区，加油乌克兰！！！！！\n\n航拍乌克兰首都基辅市—Kiev City Ukraine_哔哩哔哩_bilibili\n\n乌克兰第二大城市、东乌克兰中心——哈尔科夫-Харьков глазами туриста 2021 Kharkiv Ukraine_哔哩哔哩_bilibili\n说实话乌克兰这些城市和哈尔滨太像了，都是些苏联留下的老楼。'],51
['显示IP能咋地！我当然支持乌克兰的反侵略战争！我当然反对汪兆铭式的卖国贼心理！\n我更加反对把东方大国的国运和那个虚弱不堪、外强中干的鹅毛联系起来的幼稚病！'],69
['本人是俄罗斯人\n永远支持乌克兰\n荣耀归于乌克兰！'],50
['当然是支持乌克兰呀╮(╯▽╰)╭'],26
['荣誉属于克里米亚！打倒一切斯拉夫蛮子，让克里米亚鞑靼人重新回到他们生活了数百年的家乡，从掠夺者的手中解放自己的城市，幸福，快乐按照自己的意愿生活，让他们从俄国人强制民族迁移的梦魇中逃脱，尊重他们的选择。同样我也支持“鞑靼营”所在的那一方。\n让我们看看究竟演员才是硬汉？还是“硬汉”才是“演员”？拭目以待吧。\n\n\n发一下我收藏和制作的私货'],58
['我支持乌克兰人民收复东乌和克里米亚，不收复，乌克兰全民都是和伪满共存的汪精卫。\n我还支持乌克兰人民推翻泽圣政府，建立一个不会一开战寡头和议员们先跑光的乌克兰政府，不推翻，乌克兰全民都是法西斯反动派的支持者。\n\n有些人不是喜欢搞历史影射么，这就是历史影射。\n\n另外我还支持俄罗斯在东乌继续消耗国力，因为我关心身边真实的人远胜于远方抽象的乌克兰人，稳定的天然气价格才对中国人有利。'],108
['这个问题应该在群里公布了，居然都是支持乌克兰的，笑死人。\n零星的一点声音都算正常，这么多，还密集的在数小时之内，不是耗材不都不信。\n另外问一句：你们劳动节不放假吗？'],27
['我支持乌克兰，反对俄罗斯及其同党。'],36
['反侵略，支持联合国成员国的主权。没问题。\n荣耀属于保家卫国的乌克兰人民。'],23
['我不一定支持俄罗斯\n但是我绝对不支持乌克兰'],106
['当然支持乌克兰。\n没显示IP的时候，支持谁其实并不感觉很强烈，除了站乌克兰主要是为了气一气右翼分子，站哪边好像也没什么。显示了IP以后，莫名感觉挂着个欧洲IP不支持乌克兰说不过去了，好像不支持乌克兰反而有啥不对劲似的。'],85
['英雄联盟，非常好问题，俄罗斯，我非常不喜欢，所以我更多支持乌克兰，❤️来自US。'],17
['我支持俄国、乌克兰的人民群众'],16
['支持乌克兰，看不惯普京政权这垃圾德行，无产者们联合起来!'],129
['那自然还是俄罗斯！另外下面的，有一个算一个，ip全都是整齐划一的内地ip，都是训练有素的1450！'],22
['俄罗斯'],48
['我支持塞里斯解放俄罗斯和乌克兰，把普沙皇和泽买办，北约都送上西天。\n我支持中国人民收复克里米亚，西伯利亚，外东北，解放那里正在受苦受难的同胞们。\n\n我希望看到五星红旗在莫斯科升起，夺回属于我们的伟大荣光。\n希望普京和泽连斯基能够被吊路灯。\n乌克兰，俄罗斯自古以来是金帐汗国的一部分，西伯利亚是中华民族不可分割的神圣领土。'],8
['lP显示小结：三个代表。\n一类是假装在国外的人，一类是假装在国内的人。\n第三类有趣，名曰离岸爱国者：身在曹营心在汉！\n比如说那个连岳：我劝你不要去日本，也被显示ip在日本。\n—— 被人发现先说是旅游，后说是医疗签治病。\nlP显示：伤害最大的是谁？\n伤害最大的是两类人——\n一类是假装在国外的人，一类是假装在国内的人。\n微博上有个挺有意思的现象：\n在国外的耗材，假装在国内。在国内的耗材，假装在国外。\n前两类耗材。第三类有趣，名曰离岸爱国者：身在曹营心在汉！\nA、装逼失业：假装在国外的人。\nlP地址的显示，真是个惊喜。\n逛了一圈，居然还是个大型认老乡的现场！老乡见老乡：显示lp就是让人在互联网上裸奔。\nB、牛鬼蛇神：假装在国内的人。\n照妖镜下，魑魅魍魉。\n急眼了！你们在这些国家很丢人吗？\n急眼了！为什么害怕别人知道呢？\n你说国人现实中好好的，微博上怎么会那么撕裂。\n在外国没问题啊，只要你好好说话，都是我们的中华同胞。\n某些人一边身处境外，一边发布反动恨国极端负面言论，\n而且还装成在国内，装成热点新闻的当事人，安的什么心还用说吗？\n美国每年3亿经费，台湾1450万经费，日本外务省，专门用来搞舆论战，认知战，搞乱中国民心。\n现在急眼的就是这帮领狗粮的。\n守法公民认为摄像头能保护自己安全，违法者嫌摄像头妨碍自己作恶。\n这些国家不都是先进的发达国家吗？\n为什么来自这些国家会让他们有一种羞耻感呢？\n有一个心理学术语“皈依者狂热”——\n这群人渴望被西方世界所容纳，但面对中国所受到的歧视、污蔑和偏见，\n他们不仅不敢选择奋起反击，还将对祖国和同胞的侮辱作为献给西方社会的“投名状”，\n试图表现得比西方人更“西方”、更反华，期望西方认可他们的“耿耿忠心”。\n人家带着任务来的——\n这是人家工作，饭碗突然没了，你生气不？\n试图破坏中国的不仅是美国人，是美国人与狗。\n微博干的事情里面，这个直挂“挨劈”地址是干得最好的。\n\nC、离岸爱国者：身在曹营心在汉！\n第亖类用网友天恒点评为：离岸爱国者，身在曹营心在汉！\nip属地这个词汇本身有歧义，应该是所在地，属地有常驻地的意思。\n吴京本人也很无奈吧。\n吴京因为微博账号IP属地在泰国而遭到群嘲，更有甚者直呼其为“泰奸”，\n迫不及待地要把吴京“打倒”。\n正常人会为这事去喷吴京吗？\n不会吧，正常人都知道ip属地仅代表你人目前在哪里，根本不代表国籍啥的。\n吴京在泰国，你说他润泰国？吴京要是人在非洲……\n这种黑，想不火都难啊。\nD、怎么判断游牧民族？\n正常人：看一个人做的事，发出的言论，再结合IP判断。\n怎么判断一个人的归属感？\n怎么判断一个有五个国籍、六个护照、七张绿卡的人的归属感？\n很简单，看他把下一代放在哪里、财产放在那里，就一清二楚了。\n下一代放在哪里、财产放在那里，说明他内心中更认同谁，认为哪里更安全。\n简言之：都别装了。无论究竟如何，大家都在互联网上裸奔吧。\n哈：哈哈！哈哈哈！哈哈哈哈哈！'],369
['支持乌克兰。\n顺便我二月二十六日就早就给乌克兰捐款了，从始至终支持乌克兰。'],40
['显示ip了，终于可以光明正大的支持乌克兰，还不用担心户籍问题'],152
['黄俄除了会复读“怎么还没打到莫斯科啊”没别的活了是吧，怎么5月份了还在嘴硬\n捷捷列夫河冬泳大赛、布罗瓦雷战车道竞速、苏梅露天坦克展览、切尔诺贝利核食野餐、别尔哥罗德火鹿烧仓、黑海特别水下行动、马里乌波尔死者苏生，并称俄军七大奇迹'],765
['支持俄罗斯~\n「手动滑稽」美国不倒，俄罗斯就是好伙伴。\n支持俄罗斯维护国家安全的合理诉求！\n支持俄罗斯反对北约东扩！\n支持俄罗斯反对美国霸权主义！\n支持中俄合作，四个无上限！\n对乌克兰人民受到战火波及深表同情！\n单边制裁解决不了问题~\n武器援助也改变不了战争结果~\n乌克兰战争到最后一人毫无意义~\n希望俄罗斯与美殴谈判和平解决乌克兰问题！'],29
['不太喜欢玻尿酸脸，七十多打玻尿酸一看就是不自信了，自持乌克兰'],36
['支持乌克兰，看我的头像，看我支持乌克兰的回答：'],18
['支持乌克兰，我看那些来电怪还敢不敢来对线。'],27
"['1450不怕显IP，因为真正的间谍很“爱国”，不然咋开展工作呢？以色列间谍曾经做到了叙利亚国防部长（不是策反），说明他比普通叙利亚人要爱国得多。《潜伏》里的余则成会喊反蒋口号？发传单这种事交给幼稚学生，他是效忠党国去抓学生的角色。\n普通老百姓，上网不是出任务啊，想什么就说什么。大多数台湾人对俄无好感。这次俄打乌克兰不是打车臣，失了大义，反乌克兰的台湾人更加没有。但是台湾的1450间谍恰恰是挺俄的，他们是领任务的，就象外交官和营业员一样，他们的言词为工作服务，不是属于自已的想法。1450的任务不是挺俄不是挺乌，是护台。是借助俄乌事件来削弱中，这才是任务。配合西方搞中俄捆绑一起拉下水，借助俄闯的祸来牵连到大陆头上。比如网友调笑乌克兰人，娱乐自已，本来无所谓的。但是有人将其翻译给乌克兰人，那就造成了实质外交损害了。这就是1450干的事，至于1450人员自已是否赞成调笑内容，跟本无所谓。\n海峡两岸都是中国人，虽然屁股不同，但民族性共通。那些激烈挺俄挺乌的非常有代入感，很阿Q地幻化为""俄赢就是我赢，乌输就是我输""。其实中国网民的口水，对俄乌战场无分毫影响。再说挺俄的大陆人，基本上秀立场；而挺乌的大陆人基本上站价值观，神左兔分道扬镳。立场是私有的，不被说服，也说服不了别人。所以挺俄想通过粉饰俄的大义来讲道理是讲不过挺乌的，于是就想骂人来掩盖自已的失败。骂人话和心理期待，其实是相反的。比如骂美国是恐怖分子，内心是希望美国来剖腹证粉，美国不是，美国软化下来迎合自已。除了鹅孝子扣帽子，还有1450反串的。间谍的罪名扩大化得越多，真正的间谍就越安全。有网友（温*）反应真拔了12339，被接线员警告不许打骚扰电话。\n1450为什么鼓吹挺俄？可以换位思考，台独分子真相信俄乌输赢能预示台海输赢？如果它们真那么蠢Q，反而不是坏事啊。大陆阿Q看到台湾人为乌忧心，会感觉很爽，会感觉自已要赢了。但是军事人员不这么看""生于忧患死于安乐""，真上战场更希望对方轻敌，而不希望本方充斥着“赢学家”这种投机马屁精。普京就上了这种人的当了。所以1450最希望中国下场陷入俄乌战局里，中国的军火援助俄罗斯消耗掉，就是减轻对岸的压力。中国替俄罗斯吃制裁，就是削弱大陆的力量。否则大陆取得台海军事胜利，事后中国扛多少制裁，跟台独都没关系了，它们不可能翻身。\n这次俄罗斯触犯众怒，让美国占了道义高地，美方几次三番意图捆绑中俄，就是借力打力，把俄的脏水泼向中。俄方自然也希望抓着个替死来垫背的正好，台方更希望借此让大陆提前消耗实力。因此美/俄/台都希望中国挺俄，并进行实质行动。\n说说俄罗斯因这场战争的价值损失\n（鉴于评论里的一些疑问，在此系统地说一下）亲俄人士的挺俄理由，在战前是成立的。但是国人有个毛病，总爱将政治拟人化，并注入私情。典型症状就是政治认亲，现在不说“慈父”了，但是“夫妻论”“X铁哥们”“黑人兄弟”“大哥罩小弟”等等，换汤不换药。朋友可以换，亲人没得选，所以从理智的开始，一路黑到反智的殉情，中间不带调整的。E孝子，既是骂人的话，但也是有原型的，如同1450真有，但大多数扣帽子是骂人。\n——亲和孝的区别：有一位哥们，他是当大官/大哥的，声势广大，资源众多，效忠于他，可以遮风挡雨，也可以吃香喝辣。为他付出就是人情投资。但是这位大哥上个月翻船了，因沉迷于吸毒赌博，资源尽失，债台高筑，贪污案发，全球通缉。如果他是朋友，就该跳船了；如果他是爸爸，那便没得选了。\n俄罗斯的文明价值\n这本来是俄罗斯唯一的翻盘希望，也是对人类文明的重大贡献。普京是当今世界少有的大国右翼领导人，如定海神针一般，劈开白左政治正确的一股清流。普京的一些言论怼了西方的政治正确，听起来非常爽，圈粉无数。当年普京平定车臣成名作，我就成为普京粉丝。普大帝在国际上也是各国右翼的膜拜，据说俄方资助了西方的极右派，这也是“通俄门”猎巫的由来。\n俄国想要凭实力对抗战胜西方压制北约，毫无可能。但是西方文明现在出bug了，退行性左派文明病就象艾滋一样，渗透性极强，专事破坏各国民族主义免疫系统，为shithole病毒踢开大门（我们也深受其害）。不是所有人都会坐以待毙，左翼的倒行逆施，也逼反了右翼运动的逢博。俄罗斯成为世界右转的灯塔，这场文明争斗并不以国界展开。\n但是这次战争毁灭了欧洲的亲俄派空间，如同2014年毁灭乌克兰亲俄派的政治前途。吞并领土与俄罗斯的三大价值都毫无关系，这完全是它的私利。普京还真挑了个“好时机”，不但陷入乌克兰翻浆期，还把拜登救出了政治泥潭。本来稀宗毫无政绩，就等着中期选举处刑了。这下把懂王坑得，回归的可能性一下子渺茫了。如果法国总统勒庞，美国总统川普，澳国总理塔兰特，德国选择党执政，布雷维克欧盟秘书长，新纳粹登上欧美政坛，不说他们会亲俄，但至少不会象左派那样的意识形态反俄。世界政治回归理性和利益，而不是现在这种虚荣和煽情。\n普京说打乌克兰是“去纳粹化”，那是忽悠西方白左的话术。因为“反纳粹”是白左的政治正确，凡是他们不喜欢的勒庞，红脖子，AFD，反难民，不喜黑人，性取向正常……统统扣上“纳粹”的罪名。所以普京打个“去纳粹”的旗号去碰瓷白左呢，某些人别激动。普京自已就是纳粹，我是普京粉我还不知道吗。俄罗斯就是新纳粹的策源地，乌克兰纳粹也是俄扶植起来了，亚速营高层与俄扯不清的关系。吞并克里米亚让双方翻脸了，既然是共同意识形态，大家都对领土很敏感嘛。\n俄罗斯的政治价值\n这就是亲俄派的主要理由。中俄抱团确实能增强抗压性，俄与西方的冷对抗吸引了火力，为我们减了些压力。前提是：别当猪队友哈。这场不义战争一开打，俄的政治价值就归零了。俄罗斯自已成了脏水，现在美方极力宣染中俄捆绑，就是借俄罗斯这盆脏水来抹黑我国。这招大家都不会陌生，可以去看看凡是极力渲染“美国支持沙特”，都是反美人士。因为沙特瓦哈比就是脏水。\n有人把俄乌战争想象成美俄战争，好象“美支持乌，乌输就是美输，美输就是中赢”，实际上一开打，美就赢了，只有小赢中赢大赢的区别。美国战斗到最后一个乌克兰人，美国输吗？如果俄一小时速通乌克兰，制裁也不会少，北约更加团结，欧洲抱紧美国，资金出逃至美国避险，这些基本收益都会有。现在俄打不动乌克兰，那就租借法案，花小钱办大事，持续放鹅血，不下场就能把俄干倒了。俄罗斯完蛋的连锁收益完全能覆盖这些援助成本。如果南斯拉夫给鹅输血，那相当于一起放血，美国正好更赚。\n俄罗斯咬下乌克兰，我国分不到一块土地，但损失马上兑现。\n有形的损失：一带一路受阻，中国是乌克兰最大贸易国，俄乌两个朋友打架，无论怎么站队都会损害朋友关系。我国在乌的基础投资差不多炸烂了，跟俄的合作也差不多了，比如C929就胎死了。\n无形的损失：国际产业资本加速撤离中国，首先游资避险，A股大跌。接下来各国更重视本土化建设，全球化红利衰减。这无关亲华反华，不涉政治。因为制裁没了下限，那些关厂撤店中断项目的，其实根本撤不走，就白扔在俄罗斯啦。跨国行业损失惨重，出于政治压力不得不断腕求生。人家一朝被蛇咬了，进行战略调整。并不是中国犯了什么错，所以中国没办法挽回。\n连带的损失：这个也是上不封顶，无法完全预测。只说一条，给我们统一台湾制造了障碍。这一仗让欧洲国家纷纷重新武装起来，小国对核不扩散失去信心，台湾当然也会更加重视军事建设。美爹靠不住，有人嘲笑台湾人。问题是，对手临死前才意识到，那没关系；但让对手提前认识到这一点，那就是对方自救的机会啊。因反俄而组建的制裁机制和军援机制，会给我们造成麻烦。这些机制的协调需要时间，俄国把窗口期享受了，还没有用好。等他们对付我国，这些成熟机制会马上反应，不需要再等一个月了。有人说俄军开战会减压我们的军事压力，这相关时机啊！日本偷袭珍珠港，蒋斯邱都很高兴。但日本要是提前两年偷袭，只有蒋会高兴，另两位都不高兴。\n只有我国先对台湾动手，突然袭击，台湾人初醒：原来美爹靠不住。等到美方东拉西扯几个月，才组建军事干涉同盟，这时俄国再开一战，那才是为我助攻。而且我国是统一战争，世界绝大多数国家都承认台湾是我国领土，西方只有反战的名义，没有反侵略的名义，美国不可能象反俄一样拉出这么大的反华队伍。但是，但是，但是大多数吃瓜国家，因为反俄而加入这个机制，也不会因为不反华而退出这个机制。这就是堕性啊，只有特别亲华才会刻意退出，大多数已加入的就随波流了。\n俄罗斯的地缘价值\n就是所谓的唇亡齿寒\n乌克兰卫国战争的第一功臣邵伊古，其次才是泽连斯基呢。']",81
['支持乌克兰打倒屙螺丝侵略者'],39
['当然支持乌克兰啊，就是下次发帖你让我贴出身份证正反面我也还是会支持乌克兰。在人民的抗争之下，俄罗斯帝国主义匪帮及其走狗必将毁灭！\n顺便一提，下面说我是1450的可以和咱对赌捏，我是1450我4k+，我不是你随便似个女性直系亲属就行了，看着很划得来吧？'],18
['问这些题的人真的是其心可诛！就这么喜欢搅混水？你问我支持谁？问就是支持俄罗斯！敌人反对的我就支持，就这么简单！'],19
['挂代理的，友情提醒，https报文理论上可以拿出真实ip。看比乎做不做就是了。\n支持中国。\n外交发言人怎么说，我就是什么态度。所以你可以看不惯俄罗斯，但是我更支持你们当雇佣耗材啊，冲就完事了。'],17
['抗俄援乌，保家卫国，荣耀归于乌克兰！！！'],91
['说实话显不显示ip对这个基本其实没啥关系。\n我反正是支持俄罗斯的，这个和地理位置有嘛关系'],21
['我一直都支持乌克兰啊\n流汗黄豆.jpg\n这样ip党满意了吗？'],45
['我大概是在三月初才开始正式支持乌克兰的。\n我一开始是信俄罗斯1小时22分钟速通乌克兰的神话的，我真的相信俄罗斯有这个本事。\n等到了三月，俄罗斯还没打下来基辅，我只是觉得可以看俄罗斯个笑话了。\n后来我才发现，乌克兰确实有点东西，泽连斯基确实是个狠人。\n我们曾经是弱国，是小国，被欺辱，被强奸，被屠杀，后来好不容易才站起来了。不说成为强国了，总算是不被欺负了。\n我们对于霸权主义和强权政治的痛恨是刻在骨子里，对于受欺凌小国的同情也是刻在骨子里的。\n精美精的是什么？是美国的繁荣发达，制度完善。甭管它怎么砸自己的脚了，资本主义怎么日薄西山了，现在它很多方面就是比我们完善，就是有值得你精的资本。\n谁精美也不精美国天天挑起战争，谁精美也不精南海撞机、北约炸我大使馆，谁精美也不精美国和台湾的暧昧关系。你真这么喜欢美国在全世界杀人放火，你为啥不喜欢希特勒呢？哦，利奥波德二世都是圣主明君了，也不排除有脑瘫精美真是精的杀人放火吧。\n以前我看美国挑起的战争，看到它在越南使用橙剂使若干越南儿童长成畸形，我愤怒无比，恨不得生啖其肉。看到小国沦为大国博弈的战场，就想到了日俄战争，想到了《藤野先生》中那个冷漠的看客。\n我们对于侵略的痛恨，同样是刻在骨子里的。\n那怎么回事呢？以往是美国，恨不得碎尸万段，这次是俄罗斯，就得夸它打得好，杀得好？\n也不谈什么割占土地的历史了，也不谈海兰泡惨案、江东六十四屯了，更不谈苏联在东北的种种恶行和珍宝岛战役了，就说这次侵乌，它有一点站得住脚的理由吗？凭什么就让我支持它啊？\n关于纳粹，睡前消息409说的很清楚了，你看不到了，那才说明问题。关于国家利益，我已经在其他回答说的够多了，我也不想再重复了。关于马达西奇，我记得睡前消息以前也有一期说过，应该没被删，可以自己搜一搜。\n我是不是只信任睡前消息？不好意思，支持俄罗斯的各路神仙，也没能说服我啊？连对睡前消息的有力反驳都没有，在这点上，知乎和B站毫无区别呀。唯一反驳的也就是把俄罗斯变成加拿大这点。也对，估计想出这些出兵理由的时候，普京自己都乐了。\n再说说美国吧，北约不是什么好东西，本质上就是美国霸权主义的工具。但话得分两头说，北约对于美国是霸权的延伸，对于东欧一众小国，就是救命的稻草。得益于此，俄罗斯周边的小国才免受乌克兰的无妄之灾。反对霸权和同情弱小竟然是一体两面，也是挺有趣的。\n我只是个普通人，豪强权贵们醒掌杀人权，醉卧美人膝和我没啥关系，我也不感兴趣。但是小国逆袭大国，以弱胜强的戏码，我可是很愿意看的。尤其是普京这种硬汉神话的倒塌，弑神的故事，可是太喜闻乐见了。\n最后，像嵩圣一样大声地喊出来：\n北亚侵略者反人类匪帮，必须被毁灭！\n（乌克兰人民的反侵略战争）必胜！\nPS.都显示地址了，以前给我扣蛙蛙、1450帽子的人，给我磕个头不过分吧？'],44
['必须支持俄罗斯啊'],18
['我支持俄罗斯的反法西斯战争！以上'],15
['反对任何形式的侵略行为，把俄罗斯年轻人送上战场的普京必败。'],38
['支持俄罗斯'],10
['支持俄罗斯！'],10
['刚下飞机，刚下飞机，刚下飞机，测试一下。\n看见了。看见了。为啥有时候能看见。有时候不能。网页版有bug？\n早就说过这个事情，\n有如此多vv过来影响舆论。\n国安没发现\n网监没发现\n知乎安全没发现\n小卫兵们却能发现了风险，感谢他们呀。\n还有国安有时间也查查我们的有些部门。堂堂宣传部门，预判都是听俄罗斯发言人的，新闻都选俄罗斯的媒体的，俄罗斯那套宣传战可不止对欧美，他们深知我们喜欢听啥。我总担心被渗透了，这可不是小事。同等对待。\nBTW：我的签名是苏联国歌，您别会错意。'],13
['我支持乌克兰不过分吧？'],109
['乌克兰有骨气，我喜欢。'],19
['俄罗斯，咋了？'],9
['这么一个问题我觉得我不留个回答做纪念简直说不过去了。\n就纪念一下今天吧。'],4
['我支持乌克兰人民的反侵略战争，我支持俄罗斯人民继承先烈的光荣传统，我支持绞死沙皇！\n******************************************\n查理一世和路易十六，都曾经召开议会。\n不召开议会，所有人都在黑暗丛林中，谁也不知道对方对国王的态度。\n国王的力量能压到每一个单打独斗的反对者，所以谁也不敢轻举妄动。\n大家如同黑暗森林的独行客，谁也不敢打开照明灯。\n召开议会，相当于直接把黑暗森林全部开局，变相让所有人获得了交流的机会。\n几乎所有人都要公开态度，于是大家认识到——原来你也不喜欢查理（路易）啊……原来这么多人和我们想法一样啊……\n然后，……\n本以为可以集中起来威胁恐吓，结果……\n历史教训，忠诚度测验最好不要轻易搞。'],267
['显示ip之前，网络就早已实名制了。铁拳要砸谁早就轻而易举。\n但官方从来没有禁止过个体在网络上支持乌克兰。只有魔怔兽坚信在国内支持乌克兰一定会被铁拳砸，真是方便统治的土壤啊。\n显示ip反倒是扣帽子网暴更加困难了。'],31
['看出来水军没招了，最近没啥战果，经济战也没占到便宜，西边岌岌可危，于是专攻道德绑架了，每天吹吹小泽，卖卖惨，有事没事半夜团建一波，粉随正主，非常有乌戏宗的风范。\n戳戳水军肺管子，外喀尔巴阡没准也保不住了，\n【乌妇女集体抗议乌当局将她们的丈夫派往东部前线的决定。-哔哩哔哩】 https://b23.tv/FZT0qec\n波兰国家一套在规划乌克兰怎么分了，\n中俄同江大桥开通了，\n【中俄首座同江铁路大桥俄罗斯部分完工！俄副总理：俄罗斯正转向东方-哔哩哔哩】 https://b23.tv/J4moWkP\n要不，咱们还是再看看莫斯科号吧～'],11
['我举双脚赞成！\n1、显示IP反而对小粉红非常不利，因为他们最终会发现，原来明白人都是国内自己人，这下怎么办呀？以前不公开时还可以扣到湾湾头上，现在。。。\n2、另外，IP显不显示，也不会改变语言文字在表达上的不同呀，难道不同的IP，读者就解解读出不一样的含意来？\n3、我们还是把重点放在文字上吧，别转移到IP上了好吗，以前小粉们无法反驳所以只能扣帽子，从来都写不出有营养的回复来，而且三无小号居多。\n4、我反而建议知乎应该显示账号的注册时间，好让读者判断出是新号还是旧号，是玉友还是友军。\n最后，我回应一下问题：我支持乌克兰！\n无论你打着什么旗号，侵略就是侵略！想想日本侵华时期，日本也是打着为民请命赶跑贪腐民国政府的旗号；想想二战期间的希特勒，在侵略每一个欧洲国家前都发动假旗行动栽赃，给军队确立正义性提升战斗意志。\n侵略者就是恶魔！制造无数人间悲剧！对双方人民都是灾难！必须要让侵略者付出沉痛代价！\n如果侵略者没有代价，就是等于变相鼓励侵略，那地球将永远不得安宁！很多人不明白为什么西方各国可以如何团结，不顾牺牲一切利益和代价，都要给俄罗斯强有力的回应，就是要明确告诉地球上的所有人，不要轻易发动战争！不要试图以武力来改变领土，全球有领土纷争的地区太多了，联合国宪章明确表示，要改变，要统一，要分裂，可以，只能通过非武力！\n21世纪是和平的年代，我们的和平生活，没有战乱，不是必然的。支持侵略者的，都是侵略者的帮凶，请一起谴责俄罗斯，为世界和平出一份力吧。\n（顺便说一句：前苏联1991年解体，经济衰退了10年，而我国却踏上了经济腾飞的30年，由此可见，俄罗斯存不存在，都不影响中国的国运，咱们的经济成长不是靠俄国，而是靠解放思想、与国际接轨、融入西方贸易得来的，所以呀，同志们，醒醒吧，唇寒齿亡纯属伪命题！）'],781
['支持俄罗斯'],18
['我支持俄罗斯'],20
['珍爱和平，反帝反侵略，遵重主权独立和领土完整！你说说我支持谁？'],155
['我支持乌克兰。\nЯ за Вкраїну.'],72
['更新 没想到评论区还有几个辣脆爱好者啊，再说一遍，支持乌纳的非蠢即坏，当然了大部分都蠢，纯纯的无知\n笑拉了，知乎果然吃枣药丸\n才提出8个小时的问题，718个回答，却只有727个关注，清一色的支持乌克兰，而且99%都是一句话的回答，剩下的1%里也少不了“黄鹅” “鹅孝子”等关键词，但凡是个智商正常的人都能看出来是刷的。我本以为主流的观点仍然是谁也不支持，看戏，为什么非要二选一等等，没想到却是一边倒。我在推特也见不到这么多支持乌克兰的，樂樂\n突然想到前几天大半夜看到某热榜问题的评论区第一条是一个麦片的广告，其他用户的评论最高不过百赞，而那个麦片的一千多个赞，足以说明在知乎上买水军有多么的容易'],258
['俄罗斯'],9
['显示又咋了，支持乌克兰，俄罗斯这个侵略者必败'],244
['作为一个中国人不要站在一个世界人的立场上发言，俄罗斯是曾经的威胁和仇人，乌克兰是现在最大敌人养的狗，国家的现在态度才是最正确的，谁也不支持，我支持的是让他们一直打下去，一个废墟一片，一个血流成河，顺便把西方世界拖下水，让他们都体验一下痛苦的滋味。想想就爽。真他妈爽。'],8
['都是二极管嘛，非乌即俄？\n我支持俄罗斯跟乌克兰继续打下去，直到耗尽北约的最后一发子弹'],15
['又不是俄孝子，为什么支持俄罗斯？'],171
['一显示ip都没什么人支持俄罗斯了，怎么回事呢'],85
['支持俄罗斯把亚速营全干掉，狂扇北约和美国的脸'],4
['有美国的存在，我就支持俄罗斯！'],15
['乌克兰人民万岁！'],65
['6666币乎一堆二鬼子支持乌克兰，\n我支持中国！'],13
['支持俄罗斯，俄罗斯今天经历的，未来我们也会经历'],14
['支持俄罗斯，干死那帮北约狗杂种'],37
['题主，你可以打电话12339举报支持乌克兰的用户。只要举报20个就能当千万富翁啦！'],21
